USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
VA	5104872	02389176	Bassett CDP	57	S	8948940	0	3.455	0.	36.761517	-79.986551                                                                                                                            
VA	5104904	02807406	Bastian CDP	57	S	3042397	0	1.175	0.	37.153528	-81.152495                                                                                                                            
VA	5104920	02389177	Basye CDP	57	S	22547509	239512	8.706	0.092	38.809424	-78.769485                                                                                                                     
VA	5105200	02584803	Bayside CDP	57	S	4366422	0	1.686	0.	37.754788	-75.712852                                                                                                                            
VA	5105256	02807422	Baywood CDP	57	S	8274494	4086	3.195	0.002	36.621889	-81.008466                                                                                                                      
VA	5105336	02584804	Bealeton CDP	57	S	14271662	33238	5.51	0.013	38.583009	-77.778763                                                                                                                    
VA	5105544	01793650	Bedford town	43	A	22593460	72681	8.723	0.028	37.336272	-79.517716                                                                                                                   
VA	5105912	02390720	Belle Haven town	43	A	3964777	218027	1.531	0.084	37.554653	-75.823838                                                                                                               
VA	5105928	02389195	Belle Haven CDP	57	S	5131454	2268536	1.981	0.876	38.777325	-77.057438                                                                                                               
VA	5106216	02389200	Bellwood CDP	57	S	15013444	0	5.797	0.	37.406041	-77.436335                                                                                                                          
VA	5106275	02584805	Belmont CDP	57	S	6998909	84964	2.702	0.033	39.065619	-77.498473                                                                                                                     
VA	5106336	02629752	Belmont Estates CDP	57	S	1720504	0	0.664	0.	38.446449	-78.922783                                                                                                                    
VA	5106424	02584806	Belspring CDP	57	S	2478361	10103	0.957	0.004	37.195413	-80.612423                                                                                                                   
VA	5106512	02584807	Belview CDP	57	S	4580257	14223	1.768	0.005	37.166762	-80.509706                                                                                                                     
VA	5106712	02584808	Benns Church CDP	57	S	10628364	207852	4.104	0.08	36.936894	-76.58469                                                                                                                
VA	5106728	02389204	Bensley CDP	57	S	7444945	60990	2.875	0.024	37.447493	-77.445608                                                                                                                     
VA	5106968	02390723	Berryville town	43	A	5877131	2855	2.269	0.001	39.149927	-77.983188                                                                                                                  
VA	5107160	02630619	Bethel Manor CDP	57	S	1308027	259659	0.505	0.1	37.097363	-76.424632                                                                                                                 
VA	5107400	02629017	Big Island CDP	57	S	2130750	17556	0.823	0.007	37.533422	-79.363186                                                                                                                  
VA	5107448	02807411	Big Rock CDP	57	S	1197241	70605	0.462	0.027	37.35256	-82.18734                                                                                                                      
VA	5107480	02390730	Big Stone Gap town	43	A	12782673	237992	4.935	0.092	36.862082	-82.776905                                                                                                            
VA	5107484	02807471	Big Stone Gap East CDP	57	S	1239997	2952	0.479	0.001	36.879269	-82.743346                                                                                                           
VA	5107784	02390731	Blacksburg town	43	A	51125683	75402	19.74	0.029	37.231264	-80.426745                                                                                                                
VA	5107832	02390732	Blackstone town	43	A	11641332	46994	4.495	0.018	37.081822	-78.002812                                                                                                                
VA	5107944	02628830	Blairs CDP	57	S	8998959	122203	3.475	0.047	36.699268	-79.37891                                                                                                                      
VA	5107976	02629018	Bland CDP	57	S	5355639	487	2.068	0.	37.099492	-81.115765                                                                                                                            
VA	5108120	02390736	Bloxom town	43	A	861637	0	0.333	0.	37.829241	-75.621437                                                                                                                             
VA	5108152	02390737	Bluefield town	43	A	24591607	12851	9.495	0.005	37.235225	-81.274659                                                                                                                 
VA	5108200	02389220	Blue Ridge CDP	57	S	15764805	3424	6.087	0.001	37.379843	-79.822204                                                                                                                  
VA	5108264	02630622	Blue Ridge Shores CDP	57	S	3550053	1115081	1.371	0.431	38.107114	-78.022692                                                                                                         
VA	5108320	02584809	Bobtown CDP	57	S	9266023	0	3.578	0.	37.649248	-75.799872                                                                                                                            
VA	5108376	02807447	Boissevain CDP	57	S	5521306	1024	2.132	0.	37.275703	-81.385616                                                                                                                      
VA	5108472	02389225	Bon Air CDP	57	S	21676020	81222	8.369	0.031	37.516984	-77.570309                                                                                                                    
VA	5108584	02390739	Boones Mill town	43	A	1913802	0	0.739	0.	37.115562	-79.951414                                                                                                                       
VA	5108675	02584810	Boston CDP	57	S	6640053	0	2.564	0.	37.603856	-75.843711                                                                                                                             
VA	5108708	02584811	Boswell's Corner CDP	57	S	2652276	6610	1.024	0.003	38.503705	-77.372135                                                                                                             
VA	5108888	02390742	Bowling Green town	43	A	4154774	62380	1.604	0.024	38.053331	-77.347528                                                                                                              
VA	5108984	02390743	Boyce town	43	A	951066	0	0.367	0.	39.093223	-78.060108                                                                                                                              
VA	5109016	02390744	Boydton town	43	A	2125036	0	0.82	0.	36.66606	-78.390727                                                                                                                             
VA	5109032	02390745	Boykins town	43	A	1798328	0	0.694	0.	36.577825	-77.198919                                                                                                                           
VA	5109064	02584812	Bracey CDP	57	S	33683509	5099766	13.005	1.969	36.581233	-78.113798                                                                                                                  
VA	5109072	02813256	Braddock CDP	57	S	16516755	80766	6.377	0.031	38.831875	-77.355031                                                                                                                   
VA	5109188	02584813	Brambleton CDP	57	S	14904986	132694	5.755	0.051	38.980243	-77.532796                                                                                                                
VA	5109208	02390748	Branchville town	43	A	1105598	0	0.427	0.	36.569793	-77.250096                                                                                                                       
VA	5109248	02584814	Brandermill CDP	57	S	15963598	2844563	6.164	1.098	37.433992	-77.650583                                                                                                              
VA	5109352	02807413	Brandy Station CDP	57	S	1709334	2001	0.66	0.001	38.495045	-77.889951                                                                                                                
VA	5109400	02807414	Breaks CDP	57	S	3442330	9095	1.329	0.004	37.300654	-82.279194                                                                                                                       
VA	5109656	02390752	Bridgewater town	43	A	6525419	13193	2.519	0.005	38.388491	-78.964452                                                                                                                
VA	5109752	02628831	Brightwood CDP	57	S	12893258	20111	4.978	0.008	38.413954	-78.184695                                                                                                                 
VA	5109816	01498416	Bristol city	25	A	33336230	322409	12.871	0.124	36.616954	-82.157564                                                                                                                 
VA	5109952	02584815	Broadlands CDP	57	S	8373756	41744	3.233	0.016	39.013635	-77.516983                                                                                                                  
VA	5110040	02390753	Broadway town	43	A	6152472	66706	2.375	0.026	38.608485	-78.801366                                                                                                                   
VA	5110072	02390754	Brodnax town	43	A	1825099	17315	0.705	0.007	36.702953	-78.031937                                                                                                                    
VA	5110296	02390756	Brookneal town	43	A	9051517	250568	3.495	0.097	37.047841	-78.953936                                                                                                                 
VA	5110568	02807418	Brucetown CDP	57	S	1465059	713	0.566	0.	39.250674	-78.060935                                                                                                                        
VA	5110744	02390759	Buchanan town	43	A	5618495	120116	2.169	0.046	37.520854	-79.691059                                                                                                                  
VA	5110776	02629765	Buckhall CDP	57	S	51025118	1561258	19.701	0.603	38.715561	-77.447008                                                                                                                
VA	5110856	02584817	Buckingham Courthouse CDP	57	S	2888021	14973	1.115	0.006	37.55589	-78.55138                                                                                                         
VA	5111032	01498417	Buena Vista city	25	A	16674752	219579	6.438	0.085	37.729345	-79.358134                                                                                                              
VA	5111224	02813340	Bull Run CDP	57	S	37355957	1632970	14.423	0.63	38.83975	-77.489757                                                                                                                  
VA	5111230	02389259	Bull Run CDP	57	S	6757899	86092	2.609	0.033	38.780099	-77.520418                                                                                                                    
VA	5111245	02629755	Bull Run Mountain Estates CDP	57	S	4557628	1658	1.76	0.001	38.90919	-77.666676                                                                                                      
VA	5111464	02389260	Burke CDP	57	S	22294101	274423	8.608	0.106	38.777716	-77.262594                                                                                                                     
VA	5111470	02584818	Burke Centre CDP	57	S	8113628	108285	3.133	0.042	38.791183	-77.300574                                                                                                               
VA	5111560	02390761	Burkeville town	43	A	2592223	17986	1.001	0.007	37.187905	-78.194413                                                                                                                 
VA	5112136	02584819	Callaghan CDP	57	S	3922191	48557	1.514	0.019	37.809824	-80.089009                                                                                                                   
VA	5112264	02584820	Calverton CDP	57	S	11879687	67464	4.587	0.026	38.635169	-77.666433                                                                                                                  
VA	5112472	02804362	Camp Barrett CDP	57	S	17767713	534760	6.86	0.206	38.51861	-77.437652                                                                                                                
VA	5112590	02584821	Camptown CDP	57	S	15734576	682709	6.075	0.264	36.685887	-76.894742                                                                                                                  
VA	5112600	02389273	Cana CDP	57	S	20533425	39097	7.928	0.015	36.580614	-80.667889                                                                                                                       
VA	5112808	02390767	Cape Charles town	43	A	9202375	162475	3.553	0.063	37.249726	-76.014156                                                                                                              
VA	5112904	02390770	Capron town	43	A	428126	0	0.165	0.	36.709329	-77.201281                                                                                                                             
VA	5112915	02584822	Captains Cove CDP	57	S	7647222	344891	2.953	0.133	37.996297	-75.425918                                                                                                              
VA	5113160	02584823	Carrollton CDP	57	S	16934729	169926	6.539	0.066	36.940627	-76.521072                                                                                                                
VA	5113192	02584824	Carrsville CDP	57	S	8293353	44761	3.202	0.017	36.704097	-76.839133                                                                                                                  
VA	5113403	02584825	Cascades CDP	57	S	9546368	161432	3.686	0.062	39.047538	-77.386847                                                                                                                   
VA	5113512	02389286	Castlewood CDP	57	S	18652134	41908	7.202	0.016	36.880139	-82.295326                                                                                                                 
VA	5113624	02584826	Catlett CDP	57	S	8329498	67864	3.216	0.026	38.656381	-77.628856                                                                                                                     
VA	5113635	02584827	Cats Bridge CDP	57	S	8213680	226484	3.171	0.087	37.547717	-75.783285                                                                                                                
VA	5113720	02389288	Cave Spring CDP	57	S	30913876	40432	11.936	0.016	37.22691	-80.00688                                                                                                                 
VA	5113784	02390773	Cedar Bluff town	43	A	5413841	98543	2.09	0.038	37.086956	-81.763725                                                                                                                 
VA	5114312	02584828	Central Garage CDP	57	S	12479642	102301	4.818	0.039	37.74729	-77.125124                                                                                                             
VA	5114440	02389299	Centreville CDP	57	S	30915494	294526	11.937	0.114	38.84065	-77.438462                                                                                                               
VA	5114544	02389300	Chamberlayne CDP	57	S	8669648	828832	3.347	0.32	37.627375	-77.428188                                                                                                                
VA	5114744	02389302	Chantilly CDP	57	S	31084301	318058	12.002	0.123	38.88918	-77.442088                                                                                                                 
VA	5114904	02628832	Charles City CDP	57	S	6998814	118018	2.702	0.046	37.348306	-77.062955                                                                                                               
VA	5114952	02390778	Charlotte Court House town	43	A	10263470	0	3.963	0.	37.056247	-78.637687                                                                                                            
VA	5114968	01789068	Charlottesville city	25	A	26534611	46120	10.245	0.018	38.037658	-78.485381                                                                                                          
VA	5114984	02390779	Chase City town	43	A	5663666	0	2.187	0.	36.799844	-78.460951                                                                                                                        
VA	5114995	02584829	Chase Crossing CDP	57	S	2143401	0	0.828	0.	37.760332	-75.6657                                                                                                                       
VA	5115000	02390780	Chatham town	43	A	5256087	5756	2.029	0.002	36.811853	-79.400122                                                                                                                     
VA	5115048	02389305	Chatmoss CDP	57	S	13874243	52802	5.357	0.02	36.676678	-79.808442                                                                                                                    
VA	5115112	02390781	Cheriton town	43	A	2818410	15000	1.088	0.006	37.294377	-75.965567                                                                                                                   
VA	5115176	02630624	Cherry Hill CDP	57	S	20209430	3603946	7.803	1.391	38.567372	-77.286267                                                                                                              
VA	5116000	01498558	Chesapeake city	25	A	876598055	32349712	338.456	12.49	36.679376	-76.301788                                                                                                          
VA	5116096	02389312	Chester CDP	57	S	34083462	306052	13.16	0.118	37.352045	-77.433695                                                                                                                   
VA	5116240	02630625	Chester Gap CDP	57	S	5390173	3197	2.081	0.001	38.850113	-78.131581                                                                                                                  
VA	5116480	02390791	Chilhowie town	43	A	6563265	98029	2.534	0.038	36.800173	-81.682913                                                                                                                  
VA	5116512	02390792	Chincoteague town	43	A	23984386	73088648	9.26	28.22	37.949305	-75.352582                                                                                                            
VA	5116608	02390793	Christiansburg town	43	A	37865066	65578	14.62	0.025	37.140663	-80.404512                                                                                                            
VA	5116736	02584830	Churchville CDP	57	S	985884	23917	0.381	0.009	38.22466	-79.161389                                                                                                                   
VA	5116880	02390796	Claremont town	43	A	6576281	0	2.539	0.	37.227296	-76.966564                                                                                                                         
VA	5116992	02390797	Clarksville town	43	A	7538764	99164	2.911	0.038	36.618228	-78.564526                                                                                                                
VA	5117120	02389328	Claypool Hill CDP	57	S	14234389	57765	5.496	0.022	37.064729	-81.749996                                                                                                              
VA	5117296	02390802	Cleveland town	43	A	325986	27433	0.126	0.011	36.943669	-82.152632                                                                                                                   
VA	5117376	02390803	Clifton town	43	A	634205	11400	0.245	0.004	38.780128	-77.38599                                                                                                                      
VA	5117424	02807401	Cliftondale Park CDP	57	S	624954	0	0.241	0.	37.824938	-79.798136                                                                                                                    
VA	5117440	02390804	Clifton Forge town	43	A	7823793	154349	3.021	0.06	37.82332	-79.825194                                                                                                               
VA	5117504	02390805	Clinchco town	43	A	7233422	84628	2.793	0.033	37.157398	-82.354462                                                                                                                   
VA	5117536	02390806	Clinchport town	43	A	1727548	75487	0.667	0.029	36.680024	-82.74416                                                                                                                  
VA	5117552	02390807	Clintwood town	43	A	5386566	7640	2.08	0.003	37.152994	-82.459892                                                                                                                    
VA	5117632	02584831	Clover CDP	57	S	18162834	20459	7.013	0.008	36.84024	-78.721854                                                                                                                      
VA	5117680	02389335	Cloverdale CDP	57	S	8026949	40950	3.099	0.016	37.356145	-79.903579                                                                                                                  
VA	5117776	02584832	Cluster Springs CDP	57	S	22220034	78115	8.579	0.03	36.604519	-78.923099                                                                                                             
VA	5117952	02390808	Coeburn town	43	A	5049932	9553	1.95	0.004	36.945648	-82.470398                                                                                                                      
VA	5118352	02389345	Collinsville CDP	57	S	20350714	59377	7.857	0.023	36.72102	-79.911638                                                                                                                
VA	5118400	02390810	Colonial Beach town	43	A	6341168	864447	2.448	0.334	38.264407	-76.993729                                                                                                            
VA	5118448	01498420	Colonial Heights city	25	A	19475360	709877	7.519	0.274	37.261685	-77.396804                                                                                                         
VA	5118624	02785018	Columbia CDP	57	S	369846	0	0.143	0.	37.753843	-78.163369                                                                                                                            
VA	5118880	02630626	Concord CDP	57	S	14475076	47764	5.589	0.018	37.34484	-78.982889                                                                                                                     
VA	5119560	02584833	Countryside CDP	57	S	6649436	37556	2.567	0.015	39.052202	-77.412414                                                                                                                 
VA	5119571	02631346	County Center CDP	57	S	5229508	20531	2.019	0.008	38.692745	-77.355599                                                                                                               
VA	5119600	02390813	Courtland town	43	A	2374953	0	0.917	0.	36.71226	-77.061957                                                                                                                          
VA	5119728	01789069	Covington city	25	A	14163842	521492	5.469	0.201	37.78106	-79.985434                                                                                                                 
VA	5119904	02390815	Craigsville town	43	A	5352563	556	2.067	0.	38.086525	-79.390787                                                                                                                     
VA	5120160	02390816	Crewe town	43	A	5215615	5217	2.014	0.002	37.180994	-78.130407                                                                                                                       
VA	5120240	02389374	Crimora CDP	57	S	7856641	13897	3.033	0.005	38.161665	-78.843844                                                                                                                     
VA	5120436	02584834	Crosspointe CDP	57	S	5727312	40852	2.211	0.016	38.72498	-77.263232                                                                                                                  
VA	5120560	02389381	Crozet CDP	57	S	11443721	68900	4.418	0.027	38.06492	-78.69696                                                                                                                       
VA	5120752	02390817	Culpeper town	43	A	18851983	107863	7.279	0.042	38.470292	-77.999764                                                                                                                 
VA	5120768	02629019	Cumberland CDP	57	S	10790624	53483	4.166	0.021	37.498721	-78.257515                                                                                                                 
VA	5121008	02389388	Dahlgren CDP	57	S	6927606	254291	2.675	0.098	38.341976	-77.064267                                                                                                                   
VA	5121016	02630627	Dahlgren Center CDP	57	S	10615543	514556	4.099	0.199	38.33631	-77.028454                                                                                                            
VA	5121088	02389389	Dale City CDP	57	S	36880455	36368	14.24	0.014	38.649812	-77.345941                                                                                                                  
VA	5121152	02389390	Daleville CDP	57	S	11108334	96273	4.289	0.037	37.41447	-79.913771                                                                                                                   
VA	5121184	02390819	Damascus town	43	A	2065467	75290	0.797	0.029	36.63267	-81.789359                                                                                                                    
VA	5121312	02630763	Dante CDP	57	S	18233305	18400	7.04	0.007	36.984673	-82.283575                                                                                                                       
VA	5121344	01498421	Danville city	25	A	110844523	2341364	42.797	0.904	36.583334	-79.408071                                                                                                              
VA	5121648	02390823	Dayton town	43	A	2671380	0	1.031	0.	38.417294	-78.941121                                                                                                                            
VA	5121776	02584835	Deep Creek CDP	57	S	1556436	15422	0.601	0.006	37.759931	-75.752655                                                                                                                  
VA	5121872	02584836	Deerfield CDP	57	S	8549814	6025	3.301	0.002	38.194551	-79.412999                                                                                                                    
VA	5122064	02630705	Deltaville CDP	57	S	10506709	7663989	4.057	2.959	37.551332	-76.327846                                                                                                               
VA	5122160	02390145	Dendron town	43	A	9235881	0	3.566	0.	37.036415	-76.924056                                                                                                                           
VA	5122472	02813258	Difficult Run CDP	57	S	21691948	205756	8.375	0.079	38.906639	-77.345536                                                                                                             
VA	5122560	02390148	Dillwyn town	43	A	1669085	4157	0.644	0.002	37.540511	-78.46121                                                                                                                      
VA	5122576	02629020	Dinwiddie CDP	57	S	13156360	0	5.08	0.	37.085011	-77.586454                                                                                                                          
VA	5122640	02807435	Disputanta CDP	57	S	7138243	0	2.756	0.	37.123551	-77.224856                                                                                                                         
VA	5122976	02389411	Dooms CDP	57	S	10423325	21690	4.024	0.008	38.100067	-78.850167                                                                                                                      
VA	5123008	02807448	Doran CDP	57	S	230507	0	0.089	0.	37.095858	-81.83193                                                                                                                                
VA	5123376	02390149	Drakes Branch town	43	A	10717703	0	4.138	0.	36.993347	-78.60094                                                                                                                     
VA	5123392	02584837	Dranesville CDP	57	S	9942323	76905	3.839	0.03	38.996677	-77.370298                                                                                                                  
VA	5123408	02584838	Draper CDP	57	S	5598502	3761	2.162	0.001	37.000242	-80.732508                                                                                                                       
VA	5123584	02389417	Dryden CDP	57	S	18288453	279988	7.061	0.108	36.775836	-82.944077                                                                                                                    
VA	5123648	02390150	Dublin town	43	A	3495843	23822	1.35	0.009	37.105503	-80.6897                                                                                                                        
VA	5123680	02390151	Duffield town	43	A	1590503	0	0.614	0.	36.719629	-82.795967                                                                                                                          
VA	5123732	02584839	Dulles Town Center CDP	57	S	6220051	59081	2.402	0.023	39.023468	-77.413511                                                                                                          
VA	5123744	02389420	Dumbarton CDP	57	S	4882679	49018	1.885	0.019	37.611887	-77.508285                                                                                                                   
VA	5123760	02390152	Dumfries town	43	A	3975621	48218	1.535	0.019	38.567348	-77.322421                                                                                                                   
VA	5123776	02807472	Dunbar CDP	57	S	59469	0	0.023	0.	36.973257	-82.745885                                                                                                                               
VA	5123952	02390153	Dungannon town	43	A	924096	0	0.357	0.	36.828397	-82.468108                                                                                                                          
VA	5123984	02389423	Dunn Loring CDP	57	S	6127368	791	2.366	0.	38.894083	-77.229192                                                                                                                      
VA	5124208	02807409	Eagle Rock CDP	57	S	1843457	0	0.712	0.	37.642251	-79.791894                                                                                                                         
VA	5124272	02807397	Earlysville CDP	57	S	7938573	12700	3.065	0.005	38.154569	-78.468933                                                                                                                 
VA	5124496	02389435	East Highland Park CDP	57	S	22751659	482163	8.784	0.186	37.577514	-77.386788                                                                                                        
VA	5124544	02629753	East Lexington CDP	57	S	5933378	52121	2.291	0.02	37.801471	-79.416492                                                                                                               
VA	5124720	02807473	East Stone Gap CDP	57	S	1390928	0	0.537	0.	36.865696	-82.743477                                                                                                                     
VA	5124752	02390159	Eastville town	43	A	2036956	20802	0.786	0.008	37.351063	-75.9408                                                                                                                    
VA	5124816	02584840	Ebony CDP	57	S	11311190	0	4.367	0.	36.575876	-77.983988                                                                                                                             
VA	5125008	02390160	Edinburg town	43	A	1918252	46093	0.741	0.018	38.822863	-78.562689                                                                                                                   
VA	5125136	02807420	Eggleston CDP	57	S	2139321	192817	0.826	0.074	37.287196	-80.621872                                                                                                                  
VA	5125408	02390167	Elkton town	43	A	8190395	119715	3.162	0.046	38.41069	-78.616117                                                                                                                     
VA	5125488	02584841	Elliston CDP	57	S	2827591	71733	1.092	0.028	37.223009	-80.215723                                                                                                                    
VA	5125792	02584842	Emory CDP	57	S	10603357	3889	4.094	0.002	36.779821	-81.827397                                                                                                                       
VA	5125808	01498422	Emporia city	25	A	17881071	165621	6.904	0.064	36.696182	-77.535975                                                                                                                  
VA	5125877	02629708	Enon CDP	57	S	11165615	37127	4.311	0.014	37.327339	-77.321671                                                                                                                       
VA	5125968	02629021	Esmont CDP	57	S	9424339	8548	3.639	0.003	37.828544	-78.592057                                                                                                                       
VA	5126128	02389052	Ettrick CDP	57	S	7649224	170972	2.953	0.066	37.247306	-77.430756                                                                                                                    
VA	5126384	02389055	Ewing CDP	57	S	9746309	5768	3.763	0.002	36.637465	-83.429466                                                                                                                        
VA	5126416	02390172	Exmore town	43	A	6737362	0	2.601	0.	37.529495	-75.828317                                                                                                                            
VA	5126496	01789070	Fairfax city	25	A	16162728	84155	6.24	0.032	38.853183	-77.299025                                                                                                                    
VA	5126592	02584843	Fairfax Station CDP	57	S	23519301	201714	9.081	0.078	38.794835	-77.338545                                                                                                           
VA	5126656	02807437	Fairfield CDP	57	S	1754498	3707	0.677	0.001	37.882818	-79.282871                                                                                                                    
VA	5126701	02584844	Fair Lakes CDP	57	S	6131814	79931	2.368	0.031	38.8531	-77.389277                                                                                                                    
VA	5126736	02389061	Fairlawn CDP	57	S	8146607	727060	3.145	0.281	37.145208	-80.543843                                                                                                                   
VA	5126875	02584845	Fair Oaks CDP	57	S	12929826	146381	4.992	0.057	38.865093	-77.357387                                                                                                                 
VA	5126944	02584846	Fairview CDP	57	S	2755881	0	1.064	0.	36.829244	-78.465344                                                                                                                           
VA	5127040	02389067	Fairview Beach CDP	57	S	749830	0	0.29	0.	38.328167	-77.242346                                                                                                                       
VA	5127200	01498423	Falls Church city	25	A	5300262	32	2.046	0.	38.884722	-77.175603                                                                                                                     
VA	5127232	02807449	Falls Mills CDP	57	S	2273985	31312	0.878	0.012	37.279088	-81.306183                                                                                                                 
VA	5127264	02389074	Falmouth CDP	57	S	8077836	384723	3.119	0.149	38.33018	-77.465914                                                                                                                    
VA	5127296	02389075	Fancy Gap CDP	57	S	10484533	5208	4.048	0.002	36.671304	-80.701083                                                                                                                   
VA	5127440	02390178	Farmville town	43	A	19878996	368633	7.675	0.142	37.296115	-78.400447                                                                                                                
VA	5127712	02389082	Ferrum CDP	57	S	23696165	35850	9.149	0.014	36.938495	-79.994972                                                                                                                     
VA	5127744	02389083	Fieldale CDP	57	S	4015058	0	1.55	0.	36.700949	-79.942435                                                                                                                            
VA	5127824	02390183	Fincastle town	43	A	5300333	18594	2.046	0.007	37.501573	-79.874827                                                                                                                  
VA	5127968	02389088	Fishersville CDP	57	S	51235688	232805	19.782	0.09	38.102349	-78.986163                                                                                                              
VA	5128496	02629022	Flint Hill CDP	57	S	4503341	9118	1.739	0.004	38.765579	-78.103474                                                                                                                   
VA	5128528	02584847	Floris CDP	57	S	7185029	61215	2.774	0.024	38.929432	-77.409097                                                                                                                      
VA	5128544	02390186	Floyd town	43	A	1181298	2656	0.456	0.001	36.91216	-80.318117                                                                                                                        
VA	5128688	02389095	Forest CDP	57	S	35223208	318917	13.6	0.123	37.374934	-79.277149                                                                                                                     
VA	5129008	02389102	Fort Belvoir CDP	57	S	22927516	228986	8.852	0.088	38.713075	-77.144497                                                                                                              
VA	5129040	02389103	Fort Chiswell CDP	57	S	35029133	277798	13.525	0.107	36.944722	-80.956149                                                                                                            
VA	5129136	02389106	Fort Hunt CDP	57	S	15153528	1052900	5.851	0.407	38.735462	-77.057664                                                                                                                
VA	5129152	02389108	Fort Lee CDP	57	S	15440321	0	5.962	0.	37.235635	-77.332513                                                                                                                          
VA	5129552	02389809	Franconia CDP	57	S	9010098	15434	3.479	0.006	38.767906	-77.158313                                                                                                                   
VA	5129600	01498424	Franklin city	25	A	21438217	227442	8.277	0.088	36.684014	-76.941396                                                                                                                 
VA	5129628	02584848	Franklin Farm CDP	57	S	12300008	69837	4.749	0.027	38.90979	-77.395913                                                                                                               
VA	5129712	02807431	Franktown CDP	57	S	473157	0	0.183	0.	37.477628	-75.877313                                                                                                                           
VA	5129744	01498425	Fredericksburg city	25	A	27066499	178344	10.45	0.069	38.299272	-77.486658                                                                                                           
VA	5129840	02629023	Free Union CDP	57	S	5182545	5389	2.001	0.002	38.153304	-78.558872                                                                                                                   
VA	5129920	02390194	Fries town	43	A	1651990	478467	0.638	0.185	36.714146	-80.975017                                                                                                                     
VA	5129968	02390195	Front Royal town	43	A	26609045	629336	10.274	0.243	38.924952	-78.183426                                                                                                             
